exp;video;id;mother track;daughter track(s);metaphase frame - mitosis video;cytokinesis frame - mitosis video;first MT cut frame - mitosis video;second MT cut frame - mitosis video;metaphase frame;cytokinesis frame;first MT cut frame;second MT cut frame;position midbody x;position midbody y;first MT cut time;second MT cut time;;matched cytokinesis frame;matched cut frame;matched position midbody x;matched position midbody y
EXP2;siControl-9;16;79;189;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;185;189;TOO_SHORT_CUT;TOO_SHORT_CUT;614;758;;;;189;197;613;761
EXP2;siControl-9;17;27;176,168;9;13;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;162;166;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;69;859;;;;-1;-1;-1;-1
EXP2;siControl-9;18;48;165;3;11;19;21;154;162;170;172;805;406;80;100;;162;171;789;381
EXP2;siControl-9;19;49;162;9;12;NEAR_BORDER;NEAR_BORDER;156;159;NEAR_BORDER;NEAR_BORDER;671;72;;;;-1;-1;-1;-1
EXP2;siControl-9;1;279;335,318;4;5;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;267;268;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;754;404;;;;-1;-1;-1;-1
EXP2;siControl-9;20;61;158;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;153;157;TOO_SHORT_CUT;TOO_SHORT_CUT;219;915;;;;156;166;230;912
EXP2;siControl-9;21;42;153;6;11;NEAR_BORDER;NEAR_BORDER;149;154;NEAR_BORDER;NEAR_BORDER;1587;626;;;;-1;-1;-1;-1
EXP2;siControl-9;22;10;145,144;7;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;147;152;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1419;391;;;;-1;-1;-1;-1
EXP2;siControl-9;23;3;142;8;12;NEAR_BORDER;NEAR_BORDER;145;149;NEAR_BORDER;NEAR_BORDER;993;0;;;;-1;-1;-1;-1
EXP2;siControl-9;24;36;135;10;13;NO_CUT_DETECTED;NO_CUT_DETECTED;140;143;NO_CUT_DETECTED;NO_CUT_DETECTED;832;83;;;;-1;-1;-1;-1
EXP2;siControl-9;25;14;131;7;12;26;28;134;139;153;155;75;606;140;160;;-1;-1;-1;-1
EXP2;siControl-9;26;11;130;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;136;139;TOO_SHORT_CUT;TOO_SHORT_CUT;873;565;;;;139;153;945;540
EXP2;siControl-9;27;44;128;9;12;21;28;134;137;146;153;457;470;90;160;;137;146;529;464
EXP2;siControl-9;28;7;124;11;11;29;31;130;130;148;150;514;338;180;200;;130;148;501;337
EXP2;siControl-9;29;16;121;10;12;25;26;123;125;138;139;578;693;130;140;;-1;-1;-1;-1
EXP2;siControl-9;2;15;304;6;12;25;26;254;260;273;274;938;539;130;140;;-1;-1;-1;-1
EXP2;siControl-9;30;26;120;6;11;24;24;120;125;138;138;1386;206;130;130;;125;138;1384;204
EXP2;siControl-9;31;8;118;4;13;21;24;115;124;132;135;1272;428;80;110;;122;133;1277;397
EXP2;siControl-9;32;12;117;7;12;34;37;118;123;145;148;202;609;220;250;;123;145;278;620
EXP2;siControl-9;33;15;114;7;12;25;27;114;119;132;134;1018;335;130;150;;-1;-1;-1;-1
EXP2;siControl-9;34;13;100,94;8;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;93;97;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1010;762;;;;-1;-1;-1;-1
EXP2;siControl-9;35;23;93,92;7;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;90;95;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1238;1016;;;;95;105;1210;1012
EXP2;siControl-9;36;19;91,84;7;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;80;84;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1365;835;;;;84;91;1362;841
EXP2;siControl-9;37;24;88;6;20;TOO_SHORT_CUT;TOO_SHORT_CUT;74;88;TOO_SHORT_CUT;TOO_SHORT_CUT;306;1081;;;;-1;-1;-1;-1
EXP2;siControl-9;38;20;79;10;13;28;29;72;75;90;91;654;942;150;160;;74;91;626;934
EXP2;siControl-9;39;21;68;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;61;64;TOO_SHORT_CUT;TOO_SHORT_CUT;389;877;;;;-1;-1;-1;-1
EXP2;siControl-9;3;287;303;2;9;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;253;260;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siControl-9;40;6;59;5;13;NO_CUT_DETECTED;NO_CUT_DETECTED;48;56;NO_CUT_DETECTED;NO_CUT_DETECTED;1514;24;;;;-1;-1;-1;-1
EXP2;siControl-9;41;4;49;8;11;24;27;34;37;50;53;399;231;130;160;;37;51;456;226
EXP2;siControl-9;42;3;48;8;11;19;23;33;36;44;48;911;257;80;120;;36;44;886;253
EXP2;siControl-9;43;11;43;8;11;18;18;30;33;40;40;956;634;70;70;;33;40;986;618
EXP2;siControl-9;44;10;42;9;17;NEAR_BORDER;NEAR_BORDER;23;31;NEAR_BORDER;NEAR_BORDER;1555;449;;;;-1;-1;-1;-1
EXP2;siControl-9;45;18;41,35;8;8;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;19;19;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;151;880;;;;17;31;108;848
EXP2;siControl-9;46;7;30;4;7;21;22;4;7;21;22;564;422;140;150;;7;20;542;408
EXP2;siControl-9;47;8;26;2;2;28;32;2;2;28;32;1246;362;260;300;;2;28;1265;352
EXP2;siControl-9;4;238;302;10;18;TOO_SHORT_CUT;TOO_SHORT_CUT;251;259;TOO_SHORT_CUT;TOO_SHORT_CUT;1450;943;;;;-1;-1;-1;-1
EXP2;siControl-9;5;114;288;4;15;24;25;241;252;261;262;1200;585;90;100;;-1;-1;-1;-1
EXP2;siControl-9;6;48;279;0;11;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;236;247;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siControl-9;7;92;263;-11;10;NEAR_BORDER;NEAR_BORDER;217;238;NEAR_BORDER;NEAR_BORDER;1189;1018;;;;-1;-1;-1;-1
EXP2;siControl-9;8;186;246;9;12;24;25;229;232;244;245;1293;163;120;130;;-1;-1;-1;-1
EXP2;siControl-9;9;182;236;2;12;19;23;215;225;232;236;475;390;70;110;;-1;-1;-1;-1
EXP2;siMICAL1-10;0;108;325;-3;13;27;29;231;247;261;263;1042;154;140;160;;-1;-1;-1;-1
EXP2;siMICAL1-10;10;221;262;-5;9;18;22;188;202;211;215;1220;242;90;130;;-1;-1;-1;-1
EXP2;siMICAL1-10;11;94;260;5;16;NEAR_BORDER;NEAR_BORDER;191;202;NEAR_BORDER;NEAR_BORDER;1246;9;;;;-1;-1;-1;-1
EXP2;siMICAL1-10;12;77;248,244,237;3;6;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;185;188;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;382;279;;;;-1;-1;-1;-1
EXP2;siMICAL1-10;13;159;245;9;11;18;22;190;192;199;203;404;332;70;110;;193;202;402;266
EXP2;siMICAL1-10;14;149;229;9;13;TOO_SHORT_CUT;TOO_SHORT_CUT;176;180;TOO_SHORT_CUT;TOO_SHORT_CUT;402;339;;;;179;185;498;381
EXP2;siMICAL1-10;15;23;228;8;12;NEAR_BORDER;NEAR_BORDER;175;179;NEAR_BORDER;NEAR_BORDER;857;1052;;;;-1;-1;-1;-1
EXP2;siMICAL1-10;16;67;226;10;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;175;177;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siMICAL1-10;17;45;216,204;9;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;161;163;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;765;512;;;;164;175;772;526
EXP2;siMICAL1-10;18;64;214;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;167;170;TOO_SHORT_CUT;TOO_SHORT_CUT;663;927;;;;-1;-1;-1;-1
EXP2;siMICAL1-10;19;122;213;7;11;TOO_SHORT_CUT;TOO_SHORT_CUT;165;169;TOO_SHORT_CUT;TOO_SHORT_CUT;938;482;;;;169;178;1005;452
EXP2;siMICAL1-10;1;150;319,317;11;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;240;241;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1504;573;;;;-1;-1;-1;-1
EXP2;siMICAL1-10;20;39;194;7;11;TOO_SHORT_CUT;TOO_SHORT_CUT;151;155;TOO_SHORT_CUT;TOO_SHORT_CUT;1520;865;;;;154;163;1485;945
EXP2;siMICAL1-10;21;105;164;8;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;131;135;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siMICAL1-10;22;51;150;9;12;21;23;118;121;130;132;1549;650;90;110;;121;131;1557;622
EXP2;siMICAL1-10;23;18;148;8;11;21;23;117;120;130;132;1392;531;100;120;;120;130;1392;529
EXP2;siMICAL1-10;24;16;126;9;11;21;24;95;97;107;110;1500;579;100;130;;97;110;1538;490
EXP2;siMICAL1-10;25;20;118;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;88;91;TOO_SHORT_CUT;TOO_SHORT_CUT;298;754;;;;91;101;264;808
EXP2;siMICAL1-10;26;10;109;11;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;85;86;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siMICAL1-10;27;3;108;1;11;23;26;76;86;98;101;983;94;120;150;;86;98;986;94
EXP2;siMICAL1-10;28;13;99;4;10;23;28;72;78;91;96;629;672;130;180;;78;91;654;737
EXP2;siMICAL1-10;29;4;94;9;12;28;29;74;77;93;94;1294;143;160;170;;76;92;1272;65
EXP2;siMICAL1-10;2;148;310;9;12;20;21;231;234;242;243;1287;531;80;90;;234;244;1276;529
EXP2;siMICAL1-10;30;8;92;9;14;24;24;67;72;82;82;1039;363;100;100;;70;82;1050;376
EXP2;siMICAL1-10;31;5;78;7;11;25;25;54;58;72;72;176;65;140;140;;58;72;188;62
EXP2;siMICAL1-10;32;6;77;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;54;57;TOO_SHORT_CUT;TOO_SHORT_CUT;330;282;;;;57;66;322;225
EXP2;siMICAL1-10;33;1;70;7;10;22;23;48;51;63;64;523;89;120;130;;51;65;529;90
EXP2;siMICAL1-10;34;8;69;-10;17;TOO_SHORT_CUT;TOO_SHORT_CUT;23;50;TOO_SHORT_CUT;TOO_SHORT_CUT;1114;323;;;;-1;-1;-1;-1
EXP2;siMICAL1-10;35;23;64;9;12;NEAR_BORDER;NEAR_BORDER;44;47;NEAR_BORDER;NEAR_BORDER;726;1087;;;;-1;-1;-1;-1
EXP2;siMICAL1-10;36;15;51,45;10;10;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;27;27;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1249;484;;;;-1;-1;-1;-1
EXP2;siMICAL1-10;37;9;50;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;33;36;TOO_SHORT_CUT;TOO_SHORT_CUT;535;387;;;;36;44;482;414
EXP2;siMICAL1-10;38;7;49;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;33;36;TOO_SHORT_CUT;TOO_SHORT_CUT;91;196;;;;36;46;112;236
EXP2;siMICAL1-10;3;202;306;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;228;232;TOO_SHORT_CUT;TOO_SHORT_CUT;1160;376;;;;231;238;1161;378
EXP2;siMICAL1-10;4;149;304;5;11;TOO_SHORT_CUT;TOO_SHORT_CUT;223;229;TOO_SHORT_CUT;TOO_SHORT_CUT;507;668;;;;229;240;526;618
EXP2;siMICAL1-10;5;118;295;4;12;NEAR_BORDER;NEAR_BORDER;214;222;NEAR_BORDER;NEAR_BORDER;12;909;;;;-1;-1;-1;-1
EXP2;siMICAL1-10;6;238;287;6;12;19;19;211;217;224;224;798;393;70;70;;-1;-1;-1;-1
EXP2;siMICAL1-10;7;20;285;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;213;216;TOO_SHORT_CUT;TOO_SHORT_CUT;139;809;;;;216;229;202;785
EXP2;siMICAL1-10;8;6;268;10;13;22;24;202;205;214;216;367;348;90;110;;204;214;337;328
EXP2;siMICAL1-10;9;16;263;11;13;21;24;200;202;210;213;1592;374;80;110;;202;211;1537;373
EXP2;siMICAL1-1;0;249;368;6;14;TOO_SHORT_CUT;TOO_SHORT_CUT;270;278;TOO_SHORT_CUT;TOO_SHORT_CUT;793;150;;;;-1;-1;-1;-1
EXP2;siMICAL1-1;10;123;247;10;11;NEAR_BORDER;NEAR_BORDER;189;190;NEAR_BORDER;NEAR_BORDER;1518;1056;;;;-1;-1;-1;-1
EXP2;siMICAL1-1;11;76;240;11;11;26;26;184;184;199;199;663;597;150;150;;185;201;640;589
EXP2;siMICAL1-1;12;136;213;8;12;28;35;157;161;177;184;1476;816;160;230;;161;188;1529;860
EXP2;siMICAL1-1;13;32;211,209;8;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;157;160;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;813;288;;;;161;178;814;294
EXP2;siMICAL1-1;14;172;210;10;12;24;27;158;160;172;175;930;368;120;150;;160;174;933;374
EXP2;siMICAL1-1;15;10;201;8;11;31;33;141;144;164;166;944;737;200;220;;143;161;941;740
EXP2;siMICAL1-1;16;6;192;10;12;23;24;134;136;147;148;401;316;110;120;;136;149;400;317
EXP2;siMICAL1-1;17;5;185;9;12;33;35;124;127;148;150;1263;592;210;230;;127;152;1262;594
EXP2;siMICAL1-1;18;7;184;10;12;20;23;125;127;135;138;174;380;80;110;;127;141;153;398
EXP2;siMICAL1-1;19;102;183;4;16;TOO_SHORT_CUT;TOO_SHORT_CUT;114;126;TOO_SHORT_CUT;TOO_SHORT_CUT;1565;292;;;;-1;-1;-1;-1
EXP2;siMICAL1-1;1;178;344,336;5;7;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;257;259;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;374;777;;;;-1;-1;-1;-1
EXP2;siMICAL1-1;20;12;178;7;11;26;29;117;121;136;139;329;833;150;180;;121;137;324;810
EXP2;siMICAL1-1;21;170;175;3;9;22;26;109;115;128;132;450;125;130;170;;115;127;450;128
EXP2;siMICAL1-1;22;11;115;10;11;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;82;83;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siMICAL1-1;23;8;76;9;12;36;43;62;65;89;96;778;563;240;310;;65;90;750;542
EXP2;siMICAL1-1;24;1;32;10;12;TOO_SHORT_CUT;TOO_SHORT_CUT;17;19;TOO_SHORT_CUT;TOO_SHORT_CUT;782;278;;;;19;34;872;298
EXP2;siMICAL1-1;2;277;328,32;-17;9;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;219;245;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;-1;-1;;;;-1;-1;-1;-1
EXP2;siMICAL1-1;3;5;312;1;18;26;36;223;240;248;258;1287;596;80;180;;-1;-1;-1;-1
EXP2;siMICAL1-1;4;262;293;9;20;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;217;228;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siMICAL1-1;5;115;289;6;11;17;NO_CUT_DETECTED;222;227;233;NO_CUT_DETECTED;119;719;60;;;227;246;104;720
EXP2;siMICAL1-1;6;172;282,275;5;7;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;213;215;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;993;398;;;;-1;-1;-1;-1
EXP2;siMICAL1-1;7;16;278;-4;11;TOO_SHORT_CUT;TOO_SHORT_CUT;205;220;TOO_SHORT_CUT;TOO_SHORT_CUT;1331;961;;;;-1;-1;-1;-1
EXP2;siMICAL1-1;8;4;261;9;12;NEAR_BORDER;NEAR_BORDER;200;203;NEAR_BORDER;NEAR_BORDER;1592;292;;;;-1;-1;-1;-1
EXP2;siMICAL1-1;9;8;251;8;12;27;27;191;195;210;210;925;483;150;150;;195;210;928;477
EXP2;siMICAL1-2;0;219;273;11;16;TOO_SHORT_CUT;TOO_SHORT_CUT;275;280;TOO_SHORT_CUT;TOO_SHORT_CUT;835;933;;;;-1;-1;-1;-1
EXP2;siMICAL1-2;10;6;126;-3;10;22;23;127;140;152;153;682;361;120;130;;140;152;680;362
EXP2;siMICAL1-2;11;1;115;1;11;22;23;115;125;136;137;1277;397;110;120;;125;137;1277;401
EXP2;siMICAL1-2;12;5;80;7;11;25;27;80;84;98;100;403;336;140;160;;84;98;373;401
EXP2;siMICAL1-2;13;0;76;8;11;23;23;79;82;94;94;973;129;120;120;;82;95;957;101
EXP2;siMICAL1-2;14;7;73;7;11;28;29;72;76;93;94;317;756;170;180;;76;93;316;758
EXP2;siMICAL1-2;15;27;55;8;14;TOO_SHORT_CUT;TOO_SHORT_CUT;42;48;TOO_SHORT_CUT;TOO_SHORT_CUT;1539;273;;;;-1;-1;-1;-1
EXP2;siMICAL1-2;1;267;270;3;5;TOO_SHORT_CUT;TOO_SHORT_CUT;276;278;TOO_SHORT_CUT;TOO_SHORT_CUT;632;689;;;;-1;-1;-1;-1
EXP2;siMICAL1-2;2;119;243,239;11;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;243;243;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1536;145;;;;-1;-1;-1;-1
EXP2;siMICAL1-2;3;180;220,219;8;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;225;228;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1208;935;;;;-1;-1;-1;-1
EXP2;siMICAL1-2;4;130;215;-13;20;TOO_SHORT_CUT;TOO_SHORT_CUT;191;224;TOO_SHORT_CUT;TOO_SHORT_CUT;1328;774;;;;-1;-1;-1;-1
EXP2;siMICAL1-2;5;141;207;1;11;NO_CUT_DETECTED;NO_CUT_DETECTED;207;217;NO_CUT_DETECTED;NO_CUT_DETECTED;823;790;;;;217;245;814;797
EXP2;siMICAL1-2;6;76;197;9;11;TOO_SHORT_CUT;TOO_SHORT_CUT;204;206;TOO_SHORT_CUT;TOO_SHORT_CUT;1065;255;;;;206;214;1033;209
EXP2;siMICAL1-2;7;89;156;9;11;20;22;165;167;176;178;1053;615;90;110;;167;185;1014;605
EXP2;siMICAL1-2;8;82;142,132;9;14;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;144;149;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;946;995;;;;-1;-1;-1;-1
EXP2;siMICAL1-2;9;10;130;6;11;NO_CUT_DETECTED;NO_CUT_DETECTED;137;142;NO_CUT_DETECTED;NO_CUT_DETECTED;1520;697;;;;142;165;1524;720
EXP2;siMICAL1-3;0;137;329;8;11;NO_CUT_DETECTED;NO_CUT_DETECTED;276;279;NO_CUT_DETECTED;NO_CUT_DETECTED;383;268;;;;-1;-1;-1;-1
EXP2;siMICAL1-3;10;11;273;9;12;29;33;229;232;249;253;728;706;170;210;;233;255;749;654
EXP2;siMICAL1-3;11;12;257;9;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;218;221;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siMICAL1-3;12;96;250;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;211;214;TOO_SHORT_CUT;TOO_SHORT_CUT;1524;861;;;;214;224;1552;830
EXP2;siMICAL1-3;13;15;234;6;11;20;21;199;204;213;214;1280;742;90;100;;204;213;1277;745
EXP2;siMICAL1-3;14;9;233;9;11;21;22;201;203;213;214;864;397;100;110;;203;213;862;401
EXP2;siMICAL1-3;15;214;222,22;3;8;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;188;193;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;842;1003;;;;195;203;842;1002
EXP2;siMICAL1-3;16;42;221;11;18;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;187;194;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siMICAL1-3;17;57;213;10;11;20;21;184;185;194;195;1027;737;90;100;;185;195;1029;737
EXP2;siMICAL1-3;18;14;184;7;12;21;22;146;151;160;161;143;944;90;100;;151;161;152;948
EXP2;siMICAL1-3;19;127;180;6;11;22;24;141;146;157;159;666;857;110;130;;146;158;688;772
EXP2;siMICAL1-3;1;184;326;10;12;23;24;274;276;287;288;294;893;110;120;;277;288;302;894
EXP2;siMICAL1-3;20;25;172;6;12;20;21;131;137;145;146;1249;953;80;90;;-1;-1;-1;-1
EXP2;siMICAL1-3;21;4;163,161,160;7;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;125;129;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;188;155;;;;-1;-1;-1;-1
EXP2;siMICAL1-3;22;12;96;10;12;25;26;87;89;102;103;1390;803;130;140;;89;102;1436;788
EXP2;siMICAL1-3;23;2;68;10;13;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;63;66;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siMICAL1-3;24;9;57;6;11;21;23;53;58;68;70;1013;592;100;120;;59;70;1021;596
EXP2;siMICAL1-3;25;13;42,4;8;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;34;38;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;754;912;;;;38;62;734;873
EXP2;siMICAL1-3;26;0;28;5;14;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;13;22;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siMICAL1-3;27;11;25;6;10;28;29;9;13;31;32;1018;659;180;190;;13;31;986;712
EXP2;siMICAL1-3;28;7;23,2;4;7;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;4;7;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;815;400;;;;8;17;769;388
EXP2;siMICAL1-3;2;14;323;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;270;273;TOO_SHORT_CUT;TOO_SHORT_CUT;236;979;;;;273;284;234;949
EXP2;siMICAL1-3;3;160;313,304;-7;6;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;240;253;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;-1;-1;;;;-1;-1;-1;-1
EXP2;siMICAL1-3;4;178;312;4;12;24;25;253;261;273;274;922;853;120;130;;261;274;898;820
EXP2;siMICAL1-3;5;189;307;4;12;TOO_SHORT_CUT;TOO_SHORT_CUT;249;257;TOO_SHORT_CUT;TOO_SHORT_CUT;895;422;;;;-1;-1;-1;-1
EXP2;siMICAL1-3;6;288;306;1;12;22;26;244;255;265;269;565;979;100;140;;-1;-1;-1;-1
EXP2;siMICAL1-3;7;172;300;5;12;20;22;244;251;259;261;1268;935;80;100;;251;261;1258;937
EXP2;siMICAL1-3;8;90;288;7;8;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;239;240;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP2;siMICAL1-3;9;86;276,275;7;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;229;234;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;701;169;;;;234;254;677;190
EXP2;siMICAL1-4;0;57;274;10;12;NO_CUT_DETECTED;NO_CUT_DETECTED;264;266;NO_CUT_DETECTED;NO_CUT_DETECTED;1184;798;;;;-1;-1;-1;-1
EXP2;siMICAL1-4;10;56;150;9;18;NEAR_BORDER;NEAR_BORDER;139;148;NEAR_BORDER;NEAR_BORDER;897;59;;;;-1;-1;-1;-1
EXP2;siMICAL1-4;11;131;148;7;11;26;30;141;145;160;164;231;324;150;190;;-1;-1;-1;-1
EXP2;siMICAL1-4;12;42;139;5;11;TOO_SHORT_CUT;TOO_SHORT_CUT;128;134;TOO_SHORT_CUT;TOO_SHORT_CUT;622;995;;;;-1;-1;-1;-1
EXP2;siMICAL1-4;13;6;138;7;12;24;24;129;134;146;146;155;748;120;120;;133;146;200;696
EXP2;siMICAL1-4;14;10;122;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;115;118;TOO_SHORT_CUT;TOO_SHORT_CUT;656;831;;;;117;126;672;816
EXP2;siMICAL1-4;15;2;121;9;11;20;22;115;117;126;128;768;283;90;110;;116;132;762;282
EXP2;siMICAL1-4;16;9;96;9;12;19;20;90;93;100;101;652;628;70;80;;92;101;661;601
EXP2;siMICAL1-4;17;1;94;6;19;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;78;91;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
